initialUsedMemory,initialFreeMemory,query token,gcRun,gcInitialMemory,gcFinalMemory,gcTotalMemory,userTime,sysTime,realTime,cpuTimeTaken,finalUsedMemory,finalFreeMemory
5.069745071,2.179766648,token_39,TRUE,5.094351768,4.103096962,7.249511719,0.09,0,0.01,0.133800166,4.142371371,3.107140347
4.147034481,3.102477238,token_40,FALSE,0,0,0,0,0,0,0.091344462,4.194059782,3.055451937
4.200628251,3.048883468,token_41,FALSE,0,0,0,0,0,0,0.105983042,4.253339544,2.996172175
4.253339544,2.996172175,token_42,FALSE,0,0,0,0,0,0,0.388649381,4.566829644,2.682682075
4.566829644,2.682682075,token_43,FALSE,0,0,0,0,0,0,0.118803416,4.627139807,2.622371912
4.627139807,2.622371912,token_44,TRUE,5.081612587,4.411328316,7.249511719,0.81,0.01,0.11,0.627004055,4.544306867,2.705204852
4.551132776,2.698378943,token_45,TRUE,5.389843941,4.679110527,7.249511719,1.41,0.01,0.19,0.863615646,4.792261429,2.45725029
4.802095935,2.447415784,token_46,FALSE,0,0,0,0,0,0,0.271015059,4.951301366,2.298210353
4.951301366,2.298210353,token_47,FALSE,0,0,0,0,0,0,0.129274494,5.017134801,2.232376918
5.017134801,2.232376918,token_48,FALSE,0,0,0,0,0,0,0.129300053,5.085539781,2.163971938
5.085539781,2.163971938,token_49,FALSE,0,0,0,0,0,0,0.227175262,5.239998385,2.009513333
5.239998385,2.009513333,token_50,FALSE,0,0,0,0,0,0,0.239521273,5.399031594,1.850480124
5.399031594,1.850480124,token_51,FALSE,0,0,0,0,0,0,0.172797634,5.513750881,1.735760838
5.513750881,1.735760838,token_52,FALSE,0,0,0,0,0,0,0.259839953,5.649592377,1.599919342
5.649592377,1.599919342,token_53,TRUE,5.657626152,4.087259293,7.249511719,0.07,0.01,0.01,0.101638001,4.131004065,3.118507653
4.137295388,3.112216331,token_54,FALSE,0,0,0,0,0,0,0.119730357,4.197075464,3.052436255
4.206544556,3.042967163,token_55,FALSE,0,0,0,0,0,0,0.133750578,4.275431186,2.974080533
4.275431186,2.974080533,token_56,FALSE,0,0,0,0,0,0,0.198015281,4.396008596,2.853503123
4.396008596,2.853503123,token_57,FALSE,0,0,0,0,0,0,0.081395436,4.439656205,2.809855513
4.439738043,2.809773676,token_58,FALSE,0,0,0,0,0,0,0.197100817,4.552626029,2.69688569
4.552626029,2.69688569,token_59,FALSE,0,0,0,0,0,0,0.142624219,4.627392299,2.622119419
4.627392299,2.622119419,token_60,FALSE,0,0,0,0,0,0,0.11422306,4.693514593,2.555997126
4.69754336,2.551968358,token_61,FALSE,0,0,0,0,0,0,0.110882542,4.749641649,2.499870069
4.749641649,2.499870069,token_62,FALSE,0,0,0,0,0,0,0.347670331,4.980896145,2.268615574
4.980896145,2.268615574,token_63,TRUE,5.065774918,4.147011757,7.249511719,0.2,0,0.03,0.252306064,4.248546608,3.000965111
4.260455675,2.989056043,token_64,FALSE,0,0,0,0,0,0,0.108265675,4.316120245,2.933391474
4.316120245,2.933391474,token_65,FALSE,0,0,0,0,0,0,0.118480884,4.370813981,2.878697738
4.370813981,2.878697738,token_66,FALSE,0,0,0,0,0,0,0.110012119,4.42439089,2.825120829
4.42439089,2.825120829,token_67,FALSE,0,0,0,0,0,0,0.477300757,4.836293891,2.413217828
4.836293891,2.413217828,token_68,FALSE,0,0,0,0,0,0,0.110136586,4.906590723,2.342920996
4.906590723,2.342920996,token_69,FALSE,0,0,0,0,0,0,0.231281802,5.062533975,2.186977744
5.062533975,2.186977744,token_70,TRUE,5.125527382,4.128724098,7.249511719,0.16,0,0.02,0.331356977,4.31175752,2.937754199
4.318401746,2.931109972,token_71,FALSE,0,0,0,0,0,0,0.148140577,4.393875599,2.85563612
4.398563944,2.850947775,token_72,FALSE,0,0,0,0,0,0,0.099385143,4.445515722,2.803995997
4.445515722,2.803995997,token_73,FALSE,0,0,0,0,0,0,0.103474627,4.49828127,2.751230448
4.49828127,2.751230448,token_74,FALSE,0,0,0,0,0,0,0.105479764,4.580378637,2.669133082
4.58045987,2.669051848,token_75,FALSE,0,0,0,0,0,0,0.148062954,4.65817304,2.591338679
4.65817304,2.591338679,token_76,FALSE,0,0,0,0,0,0,0.085108151,4.697856441,2.551655278
4.697856441,2.551655278,token_77,FALSE,0,0,0,0,0,0,0.10864437,4.757881038,2.491630681
4.757881038,2.491630681,token_78,FALSE,0,0,0,0,0,0,0.108602076,4.84111096,2.408400759
4.84111096,2.408400759,token_79,FALSE,0,0,0,0,0,0,0.118260018,4.903834291,2.345677428
4.903834291,2.345677428,token_80,FALSE,0,0,0,0,0,0,0.125610473,4.988307409,2.26120431
4.988307409,2.26120431,token_81,FALSE,0,0,0,0,0,0,0.225263216,5.104821891,2.144689828
5.104821891,2.144689828,token_82,TRUE,5.107239723,4.083614349,7.249511719,0.06,0,0.01,0.142887882,4.168250635,3.081261083
4.172683954,3.076827765,token_83,FALSE,0,0,0,0,0,0,0.112441675,4.222322486,3.027189232
4.2312598,3.018251918,token_84,FALSE,0,0,0,0,0,0,0.082331751,4.260944858,2.988566861
4.260944858,2.988566861,token_85,FALSE,0,0,0,0,0,0,0.131001821,4.349056244,2.900455475
4.349056244,2.900455475,token_86,FALSE,0,0,0,0,0,0,0.336379949,4.546658516,2.702853203
4.546658516,2.702853203,token_87,FALSE,0,0,0,0,0,0,0.122413611,4.605526417,2.643985301
4.605526417,2.643985301,token_88,FALSE,0,0,0,0,0,0,0.184969333,4.730326541,2.519185178
4.730326541,2.519185178,token_89,FALSE,0,0,0,0,0,0,0.268478388,4.927124247,2.322387472
4.927124247,2.322387472,token_90,FALSE,0,0,0,0,0,0,0.141332038,5.008076511,2.241435207
5.008158967,2.241352752,token_91,FALSE,0,0,0,0,0,0,0.006619913,5.008158967,2.241352752
5.008158967,2.241352752,token_65,TRUE,5.062129974,4.12648201,7.249511719,0.15,0,0.02,0.121473706,4.135319382,3.114192337
4.140057199,3.10945452,token_41,FALSE,0,0,0,0,0,0,0.104420644,4.192122981,3.057388738
4.200936966,3.048574753,token_11,FALSE,0,0,0,0,0,0,0.190359791,4.296466514,2.953045204
4.296466514,2.953045204,token_56,FALSE,0,0,0,0,0,0,0.197371842,4.418832757,2.830678962
4.418832757,2.830678962,token_17,FALSE,0,0,0,0,0,0,0.247076237,4.595801927,2.653709792
4.595801927,2.653709792,token_48,FALSE,0,0,0,0,0,0,0.128266534,4.664292954,2.585218765
4.664292954,2.585218765,token_44,TRUE,5.104997635,4.400152206,7.249511719,0.87,0,0.13,0.628411519,4.548821241,2.700690478
4.555852205,2.693659514,token_81,FALSE,0,0,0,0,0,0,0.224457132,4.669197276,2.580314443
4.674247757,2.575263962,token_64,FALSE,0,0,0,0,0,0,0.109385007,4.729884043,2.519627675
4.729884043,2.519627675,token_60,FALSE,0,0,0,0,0,0,0.11659008,4.793083541,2.456428178
4.793083541,2.456428178,token_78,FALSE,0,0,0,0,0,0,0.109250109,4.873216972,2.376294747
4.873216972,2.376294747,token_1,FALSE,0,0,0,0,0,0,0.193802048,5.010444559,2.23906716
5.010444559,2.23906716,token_62,FALSE,0,0,0,0,0,0,0.364519149,5.243801534,2.005710185
5.243801534,2.005710185,token_19,TRUE,5.378667831,4.189434052,7.232910156,0.29,0,0.04,0.262424811,4.22203996,3.010870196
4.226708248,3.006201908,token_50,FALSE,0,0,0,0,0,0,0.241498004,4.384620026,2.84829013
4.392513394,2.840396762,token_14,FALSE,0,0,0,0,0,0,0.23515376,4.513786338,2.719123818
4.513786338,2.719123818,token_80,FALSE,0,0,0,0,0,0,0.128000612,4.600030929,2.632879227
4.600030929,2.632879227,token_4,FALSE,0,0,0,0,0,0,0.131759974,4.671150841,2.561759315
4.672046684,2.560863473,token_7,FALSE,0,0,0,0,0,0,0.135858153,4.738815002,2.494095154
4.738815002,2.494095154,token_59,FALSE,0,0,0,0,0,0,0.14463452,4.809935108,2.422975048
4.809935108,2.422975048,token_55,FALSE,0,0,0,0,0,0,0.134171851,4.887333311,2.345576845
4.887333311,2.345576845,token_26,FALSE,0,0,0,0,0,0,0.026670115,4.901383869,2.331526287
4.901383869,2.331526287,token_46,FALSE,0,0,0,0,0,0,0.261448182,5.059334874,2.173575282
5.059334874,2.173575282,token_30,FALSE,0,0,0,0,0,0,0.118550975,5.135875508,2.097034648
5.135875508,2.097034648,token_13,TRUE,5.167949677,4.107980728,6.299316406,0.11,0.01,0.02,0.124208474,4.135649338,2.163667068
4.14377176,2.155544646,token_6,FALSE,0,0,0,0,0,0,0.146967742,4.249348581,2.049967825
4.255723432,2.043592975,token_9,FALSE,0,0,0,0,0,0,0.467460302,4.607781664,1.691534743
4.607781664,1.691534743,token_77,FALSE,0,0,0,0,0,0,0.109884619,4.661650419,1.637665987
4.661650419,1.637665987,token_51,FALSE,0,0,0,0,0,0,0.171311823,4.776776828,1.522539578
4.776776828,1.522539578,token_53,FALSE,0,0,0,0,0,0,0.106349216,4.825544342,1.473772064
4.825544342,1.473772064,token_37,FALSE,0,0,0,0,0,0,0.237148602,4.96149987,1.337816536
4.96149987,1.337816536,token_61,FALSE,0,0,0,0,0,0,0.110473091,5.019072942,1.280243464
5.019072942,1.280243464,token_82,TRUE,5.086496353,4.137759209,7.233398438,0.17,0,0.03,0.143682346,4.155447662,3.077950776
4.161341183,3.072057255,token_68,FALSE,0,0,0,0,0,0,0.110771711,4.226821452,3.006576985
4.234391786,2.999006651,token_33,FALSE,0,0,0,0,0,0,0.375994853,4.50225351,2.731144927
4.50225351,2.731144927,token_73,FALSE,0,0,0,0,0,0,0.102424293,4.561609425,2.671789013
4.561609425,2.671789013,token_36,FALSE,0,0,0,0,0,0,0.225316711,4.693798706,2.539599732
4.693879433,2.539519005,token_35,FALSE,0,0,0,0,0,0,0.111962772,4.753235452,2.480162986
4.753235452,2.480162986,token_84,FALSE,0,0,0,0,0,0,0.081076906,4.791452117,2.44194632
4.791452117,2.44194632,token_5,FALSE,0,0,0,0,0,0,0.247441158,4.952492379,2.280906059
4.952492379,2.280906059,token_24,FALSE,0,0,0,0,0,0,0.219596137,5.085945517,2.147452921
5.085945517,2.147452921,token_31,FALSE,0,0,0,0,0,0,0.166770048,5.186177388,2.04722105
5.186177388,2.04722105,token_58,TRUE,5.187563896,4.083434105,7.226074219,0.07,0,0.01,0.19674688,4.195528693,3.030545525
4.202183455,3.023890764,token_86,FALSE,0,0,0,0,0,0,0.332537282,4.395159289,2.83091493
4.401388273,2.824685946,token_57,FALSE,0,0,0,0,0,0,0.082593143,4.441632882,2.784441337
4.441632882,2.784441337,token_16,FALSE,0,0,0,0,0,0,0.071258496,4.476506792,2.749567427
4.476508737,2.749565482,token_83,FALSE,0,0,0,0,0,0,0.111786951,4.52979783,2.696276389
4.52979783,2.696276389,token_21,FALSE,0,0,0,0,0,0,0.150789069,4.615160674,2.610913545
4.615160674,2.610913545,token_39,FALSE,0,0,0,0,0,0,0.131681841,4.679233529,2.54684069
4.679233529,2.54684069,token_87,FALSE,0,0,0,0,0,0,0.120103467,4.739173606,2.486900613
4.739173606,2.486900613,token_34,FALSE,0,0,0,0,0,0,0.003697871,4.745402582,2.480671637
4.745402582,2.480671637,token_29,FALSE,0,0,0,0,0,0,0.123492649,4.809491187,2.416583031
4.809491187,2.416583031,token_74,FALSE,0,0,0,0,0,0,0.105382147,4.885526016,2.340548202
4.885526016,2.340548202,token_49,FALSE,0,0,0,0,0,0,0.227871771,5.036008604,2.190065615
5.036008604,2.190065615,token_10,TRUE,5.132041931,4.160055161,7.153808594,0.22,0.01,0.04,0.189198087,4.171189666,2.982618928
4.178686082,2.975122511,token_3,FALSE,0,0,0,0,0,0,0.115094702,4.231235258,2.922573335
4.237685509,2.916123085,token_42,FALSE,0,0,0,0,0,0,0.373206537,4.543846056,2.609962538
4.543846056,2.609962538,token_52,FALSE,0,0,0,0,0,0,0.262793706,4.678908423,2.474900171
4.678908423,2.474900171,token_20,FALSE,0,0,0,0,0,0,0.198108685,4.836516358,2.317292236
4.836516358,2.317292236,token_22,FALSE,0,0,0,0,0,0,0.097598274,4.888202421,2.265606172
4.888202421,2.265606172,token_88,FALSE,0,0,0,0,0,0,0.183369146,5.013592742,2.140215851
5.013592742,2.140215851,token_79,FALSE,0,0,0,0,0,0,0.118279872,5.074228838,2.079579756
5.074228838,2.079579756,token_27,FALSE,0,0,0,0,0,0,0.100956618,5.125897385,2.027911209
5.125897385,2.027911209,token_25,FALSE,0,0,0,0,0,0,0.087616446,5.183815025,1.969993569
5.183815025,1.969993569,token_63,TRUE,5.280172348,4.155691147,7.208007813,0.22,0.01,0.03,0.253309025,4.242674768,2.965333045
4.249757327,2.958250485,token_89,FALSE,0,0,0,0,0,0,0.272504842,4.435937501,2.772070311
4.44360476,2.764403053,token_28,FALSE,0,0,0,0,0,0,0.170589253,4.528039359,2.679968454
4.528039359,2.679968454,token_70,FALSE,0,0,0,0,0,0,0.331616161,4.771085314,2.436922498
4.771085314,2.436922498,token_71,FALSE,0,0,0,0,0,0,0.145935764,4.851844899,2.356162913
4.851844899,2.356162913,token_69,FALSE,0,0,0,0,0,0,0.230779569,5.008073278,2.199934535
5.008073278,2.199934535,token_18,FALSE,0,0,0,0,0,0,0.176496831,5.128632642,2.07937517
5.128632642,2.07937517,token_85,FALSE,0,0,0,0,0,0,0.131203222,5.213720225,1.994287588
5.213720225,1.994287588,token_54,TRUE,5.275057793,4.132178307,7.141601563,0.16,0.01,0.03,0.12342252,4.142606854,2.998994708
4.151096471,2.990505092,token_43,FALSE,0,0,0,0,0,0,0.117188896,4.202281959,2.939319603
4.209822886,2.931778677,token_66,FALSE,0,0,0,0,0,0,0.11014727,4.258822285,2.882779278
4.258822285,2.882779278,token_67,FALSE,0,0,0,0,0,0,0.480279615,4.669240221,2.472361341
4.669242166,2.472359397,token_90,FALSE,0,0,0,0,0,0,0.141133849,4.74850253,2.393099032
4.74850253,2.393099032,token_23,TRUE,5.32114315,4.496817589,7.1875,0.99,0,0.14,0.614044447,4.52489499,2.66260501
4.532746159,2.654753841,token_32,FALSE,0,0,0,0,0,0,0.143080487,4.599006392,2.588493608
4.605470784,2.582029216,token_2,FALSE,0,0,0,0,0,0,0.117841612,4.663730778,2.523769222
4.663730778,2.523769222,token_38,FALSE,0,0,0,0,0,0,0.233040988,4.798759669,2.388740331
4.798759669,2.388740331,token_76,FALSE,0,0,0,0,0,0,0.086724431,4.840860836,2.346639164
4.840860836,2.346639164,token_75,FALSE,0,0,0,0,0,0,0.147349979,4.919862993,2.267637007
4.919862993,2.267637007,token_12,FALSE,0,0,0,0,0,0,0.209872709,5.061257534,2.126242466
5.061337642,2.126162358,token_72,FALSE,0,0,0,0,0,0,0.099196611,5.117468588,2.070031412
5.117468588,2.070031412,token_8,FALSE,0,0,0,0,0,0,0.130773919,5.211003378,1.976496622
5.211003378,1.976496622,token_47,FALSE,0,0,0,0,0,0,0.133043697,5.276666321,1.910833679
5.276666321,1.910833679,token_15,FALSE,0,0,0,0,0,0,0.274703314,5.451302156,1.736197844
5.451304115,1.736195885,token_45,TRUE,5.685782433,4.247041702,7.229980469,0.44,0,0.06,0.860774069,4.968398683,2.261581786
4.976453625,2.253526844,token_91,FALSE,0,0,0,0,0,0,0.006520063,4.976453625,2.253526844
4.983507641,2.246472828,token_40,FALSE,0,0,0,0,0,0,0.091509133,5.02882202,2.201158449
5.02882202,2.201158449,token_32,FALSE,0,0,0,0,0,0,0.142838128,5.104905762,2.125074707
5.104905762,2.125074707,token_74,FALSE,0,0,0,0,0,0,0.105547381,5.180357173,2.049623296
5.180357173,2.049623296,token_45,TRUE,5.55075264,4.34354496,7.290039063,0.65,0,0.1,0.860407338,4.927775718,2.362263344
4.940338403,2.34970066,token_72,FALSE,0,0,0,0,0,0,0.099887154,4.98089122,2.309147842
4.986692339,2.303346723,token_43,FALSE,0,0,0,0,0,0,0.118501264,5.039579101,2.250459962
5.039579101,2.250459962,token_64,FALSE,0,0,0,0,0,0,0.108861935,5.100198448,2.189840615
5.100198448,2.189840615,token_60,FALSE,0,0,0,0,0,0,0.113215276,5.165870868,2.124168195
5.165870868,2.124168195,token_75,FALSE,0,0,0,0,0,0,0.145975864,5.244154319,2.045884743
5.244154319,2.045884743,token_10,FALSE,0,0,0,0,0,0,0.183159008,5.343207203,1.94683186
5.343207203,1.94683186,token_82,FALSE,0,0,0,0,0,0,0.139513583,5.431213453,1.858825609
5.431213453,1.858825609,token_41,FALSE,0,0,0,0,0,0,0.106290063,5.486292355,1.803746708
5.486292355,1.803746708,token_62,TRUE,5.647255898,4.210786819,7.305175781,0.35,0,0.05,0.36204139,4.284925796,3.020249985
4.295411021,3.009764761,token_73,FALSE,0,0,0,0,0,0,0.103958521,4.347893916,2.957281865
4.353513137,2.951662645,token_47,FALSE,0,0,0,0,0,0,0.132152268,4.415406644,2.889769137
4.415423945,2.889751837,token_22,FALSE,0,0,0,0,0,0,0.099430284,4.465799421,2.83937636
4.465880841,2.83929494,token_84,FALSE,0,0,0,0,0,0,0.081267671,4.518370278,2.786805503
4.518451676,2.786724105,token_14,FALSE,0,0,0,0,0,0,0.237348381,4.646347396,2.658828385
4.646428794,2.658746988,token_83,FALSE,0,0,0,0,0,0,0.113251201,4.695925057,2.609250724
4.695925057,2.609250724,token_77,FALSE,0,0,0,0,0,0,0.109145302,4.755105652,2.550070129
4.755105652,2.550070129,token_16,FALSE,0,0,0,0,0,0,0.071545311,4.792896859,2.512278922
4.792896859,2.512278922,token_53,FALSE,0,0,0,0,0,0,0.101939672,4.837684989,2.467490792
4.837700337,2.467475444,token_42,FALSE,0,0,0,0,0,0,0.36773123,5.148410566,2.156765215
5.148412526,2.156763256,token_23,TRUE,5.642427444,4.443465233,7.358886719,0.87,0.01,0.13,0.609251487,4.549518034,2.809368685
4.557988793,2.800897926,token_25,FALSE,0,0,0,0,0,0,0.088138092,4.603187934,2.755698785
4.609898955,2.748987764,token_18,FALSE,0,0,0,0,0,0,0.179464747,4.724073172,2.634813547
4.724073172,2.634813547,token_21,FALSE,0,0,0,0,0,0,0.152011165,4.803516254,2.555370465
4.803516254,2.555370465,token_57,FALSE,0,0,0,0,0,0,0.080965734,4.848650463,2.510236256
4.848733887,2.510152832,token_55,FALSE,0,0,0,0,0,0,0.134810365,4.925417937,2.433468781
4.925501205,2.433385514,token_68,FALSE,0,0,0,0,0,0,0.110472637,4.995484568,2.363402151
4.995484568,2.363402151,token_59,FALSE,0,0,0,0,0,0,0.143494291,5.074927278,2.283959441
5.074927278,2.283959441,token_76,FALSE,0,0,0,0,0,0,0.085747786,5.11735487,2.241531849
5.117356814,2.241529904,token_85,FALSE,0,0,0,0,0,0,0.132155184,5.204668403,2.154218316
5.204668403,2.154218316,token_27,FALSE,0,0,0,0,0,0,0.101730935,5.257657938,2.101228781
5.257741205,2.101145513,token_52,FALSE,0,0,0,0,0,0,0.262049886,5.398756638,1.960130081
5.398758598,1.960128121,token_46,FALSE,0,0,0,0,0,0,0.263355553,5.54712455,1.811762169
5.54712455,1.811762169,token_7,FALSE,0,0,0,0,0,0,0.135619584,5.614941634,1.743945085
5.614941634,1.743945085,token_37,FALSE,0,0,0,0,0,0,0.235983684,5.75337708,1.605509639
5.75337708,1.605509639,token_54,FALSE,0,0,0,0,0,0,0.121336536,5.819593623,1.539293095
5.819593623,1.539293095,token_15,TRUE,5.875105858,4.12620163,7.451171875,0.15,0,0.02,0.279489048,4.247627117,3.203544758
4.25720574,3.193966135,token_86,FALSE,0,0,0,0,0,0,0.334230419,4.448751882,3.002419993
4.462072216,2.989099659,token_5,FALSE,0,0,0,0,0,0,0.246990201,4.61000625,2.841165625
4.61000625,2.841165625,token_39,FALSE,0,0,0,0,0,0,0.13229672,4.675701186,2.775470689
4.675701186,2.775470689,token_81,FALSE,0,0,0,0,0,0,0.226583041,4.791063495,2.66010838
4.791063495,2.66010838,token_89,FALSE,0,0,0,0,0,0,0.268795125,4.990935139,2.460236736
4.990935139,2.460236736,token_71,FALSE,0,0,0,0,0,0,0.144890179,5.071917064,2.379254811
5.071917064,2.379254811,token_9,FALSE,0,0,0,0,0,0,0.462502669,5.427972622,2.023199253
5.427972622,2.023199253,token_24,FALSE,0,0,0,0,0,0,0.219748503,5.550711446,1.900460429
5.550800107,1.900371768,token_51,FALSE,0,0,0,0,0,0,0.17124361,5.666359164,1.784812711
5.666359164,1.784812711,token_63,TRUE,5.685771942,4.096951485,7.489257813,0.09,0,0.01,0.249165171,4.268666148,3.220591664
4.275744103,3.21351371,token_56,FALSE,0,0,0,0,0,0,0.20265812,4.39183782,3.097419992
4.403541818,3.085715994,token_35,FALSE,0,0,0,0,0,0,0.111606608,4.465513088,3.023744725
4.465513088,3.023744725,token_26,FALSE,0,0,0,0,0,0,0.026921933,4.477770552,3.01148726
4.477857471,3.011400342,token_29,FALSE,0,0,0,0,0,0,0.126743609,4.541629404,2.947628409
4.541629404,2.947628409,token_49,FALSE,0,0,0,0,0,0,0.232072465,4.682259582,2.806998231
4.682259582,2.806998231,token_4,FALSE,0,0,0,0,0,0,0.127323227,4.743751414,2.745506398
4.743751414,2.745506398,token_6,FALSE,0,0,0,0,0,0,0.147734114,4.852862909,2.636394903
4.852862909,2.636394903,token_48,FALSE,0,0,0,0,0,0,0.129521097,4.923154145,2.566103667
4.923154145,2.566103667,token_12,FALSE,0,0,0,0,0,0,0.210841306,5.070454784,2.418803029
5.070454784,2.418803029,token_90,FALSE,0,0,0,0,0,0,0.143444567,5.148643725,2.340614088
5.148643725,2.340614088,token_2,FALSE,0,0,0,0,0,0,0.117021925,5.210018791,2.279239021
5.210018791,2.279239021,token_61,FALSE,0,0,0,0,0,0,0.110727744,5.259312056,2.229945756
5.25937824,2.229879573,token_17,FALSE,0,0,0,0,0,0,0.243204105,5.446748778,2.042509034
5.446750738,2.042507075,token_88,FALSE,0,0,0,0,0,0,0.183673655,5.572222106,1.917035706
5.572222106,1.917035706,token_58,TRUE,5.656521797,4.150440216,7.5078125,0.21,0,0.03,0.200022351,4.183972523,3.323839977
4.196047448,3.311765052,token_38,FALSE,0,0,0,0,0,0,0.233364214,4.330929272,3.176883228
4.343601845,3.164210655,token_30,FALSE,0,0,0,0,0,0,0.118409006,4.409879282,3.097933218
4.409879282,3.097933218,token_3,FALSE,0,0,0,0,0,0,0.11533381,4.462991312,3.044821188
4.462991312,3.044821188,token_70,FALSE,0,0,0,0,0,0,0.324758449,4.704565369,2.803247131
4.704565369,2.803247131,token_36,FALSE,0,0,0,0,0,0,0.224549306,4.834146358,2.673666142
4.834146358,2.673666142,token_78,FALSE,0,0,0,0,0,0,0.107765245,4.913066819,2.594745681
4.913066819,2.594745681,token_34,FALSE,0,0,0,0,0,0,0.003543391,4.913066819,2.594745681
4.913066819,2.594745681,token_8,FALSE,0,0,0,0,0,0,0.140085589,5.014542982,2.493269518
5.014542982,2.493269518,token_66,FALSE,0,0,0,0,0,0,0.110344314,5.073419102,2.434393398
5.073419102,2.434393398,token_28,FALSE,0,0,0,0,0,0,0.168500295,5.158020929,2.349791571
5.158020929,2.349791571,token_50,FALSE,0,0,0,0,0,0,0.242564649,5.322870128,2.184942372
5.322870128,2.184942372,token_65,FALSE,0,0,0,0,0,0,0.119515055,5.381594062,2.126218438
5.393667072,2.114145428,token_11,FALSE,0,0,0,0,0,0,0.189740049,5.490317464,2.017495036
5.490317464,2.017495036,token_1,FALSE,0,0,0,0,0,0,0.196102811,5.621264495,1.886548005
5.621266454,1.886546046,token_19,FALSE,0,0,0,0,0,0,0.253393588,5.788858272,1.718954228
